There were 22762 Peaks found from m/z=   168.97    to m/z=   914.56.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEGATIVE ION MODE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noise threshold: 0.011372        Peak threshold: 0.016245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration parameters: A = 144218504.692816 , B = -434117778.324974 and Trap Plate Voltage = -1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Center of Mass for the Assigned Window is   497.6126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 There were ,11328 odd peaks, and ,11434 even peaks,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peak Number,Mass,Rel. Abundance,RP,Kendrick Mass,Nom. Mass,Odd/Even,Nom. Z,KMD,Series Fit,DBE,Group,,Molecular Formula,,,,,,,,,,,,,,,,,
9530,739.86762,0.0498,464845.72,739.0415,740,1,-3,-42,2289,0,,,No Hit,,,,,,,,,,,,,,,,,
9531,646.52885,0.0484,441766.93,645.807,646,1,-12,193,2290,0,,,No Hit,,,,,,,,,,,,,,,,,
9532,800.70101,0.051,180458.72,799.807,800,1,-12,193,2290,0,,,No Hit,,,,,,,,,,,,,,,,,
9533,732.78567,0.051,414444.45,731.9675,732,1,-10,32,2291,0,,,No Hit,,,,,,,,,,,,,,,,,
9534,546.35892,0.0387,768157.64,545.7489,546,1,-14,251,2292,12,,N1 O4 ,,C,35,H,48,N,1,O,4,,,,,,,,,
9535,560.37457,0.0387,685987.19,559.7489,560,1,-14,251,2292,12,,N1 O4 ,,C,36,H,50,N,1,O,4,,,,,,,,,
9536,588.40596,0.051,523662.07,587.749,588,1,-14,251,2292,12,,N1 O4 ,,C,38,H,54,N,1,O,4,,,,,,,,,
9537,616.43722,0.0393,458288.6,615.7489,616,1,-14,251,2292,12,,N1 O4 ,,C,40,H,58,N,1,O,4,,,,,,,,,
9538,658.48411,0.0385,639250.75,657.7489,658,1,-14,251,2292,12,,N1 O4 ,,C,43,H,64,N,1,O,4,,,,,,,,,
9539,672.49975,0.0388,475466.01,671.7489,672,1,-14,251,2292,12,,N1 O4 ,,C,44,H,66,N,1,O,4,,,,,,,,,
9540,700.53116,0.0404,567086.79,699.749,700,1,-14,251,2292,12,,N1 O4 ,,C,46,H,70,N,1,O,4,,,,,,,,,
9541,538.51379,0.0509,237755.7,537.9125,538,1,-8,87,2293,0,,,No Hit,,,,,,,,,,,,,,,,,
9542,587.96426,0.0509,488629.48,587.3078,588,1,-1,-308,2294,32,,N1 O6 S2 ,,C,34,H,6,N,1,O,6,S,2,,,,,,,
9543,650.05364,0.0509,367456.82,649.3278,650,1,-9,-328,2295,0,,,No Hit,,,,,,,,,,,,,,,,,
9544,762.82795,0.0509,488429.81,761.9762,762,1,-8,24,2296,0,,,No Hit,,,,,,,,,,,,,,,,,
9545,592.48166,0.0494,538389.85,591.8201,592,1,-10,180,2297,0,,,No Hit,,,,,,,,,,,,,,,,,
9546,606.49727,0.0422,638486.35,605.8201,606,1,-10,180,2297,0,,,No Hit,,,,,,,,,,,,,,,,,
9547,620.51298,0.0509,519843.99,619.8201,620,1,-10,180,2297,0,,,No Hit,,,,,,,,,,,,,,,,,
9548,648.54446,0.0494,406683.53,647.8203,648,1,-10,180,2297,0,,,No Hit,,,,,,,,,,,,,,,,,
9549,662.55996,0.0456,182890.21,661.8202,662,1,-10,180,2297,0,,,No Hit,,,,,,,,,,,,,,,,,
9550,586.55687,0.0509,346484.08,585.9019,586,1,-2,98,2298,4,,N1 O2 ,,C,39,H,72,N,1,O,2,,,,,,,,,
9551,894.56511,0.0509,90102.77,893.5663,894,1,-2,434,2299,26,,N1 O1 S1 ,,C,63,H,76,N,1,O,1,S,1,,,,,,,
9552,624.43262,0.0468,565109.91,623.7354,624,1,-6,265,2300,0,,,No Hit,,,,,,,,,,,,,,,,,
9553,736.55772,0.0509,462814.51,735.7353,736,1,-6,265,2300,0,,,No Hit,,,,,,,,,,,,,,,,,
9554,555.75108,0.0509,561843.34,555.1306,556,1,-5,-131,2301,0,,,No Hit,,,,,,,,,,,,,,,,,
9555,912.57998,0.0509,138048.61,911.561,912,1,-12,439,2302,20,,N1 O2 S2 ,,C,60,H,82,N,1,O,2,S,2,,,,,,,
9556,814.05338,0.0509,208481.12,813.1444,814,1,-13,-145,2303,0,,,No Hit,,,,,,,,,,,,,,,,,
9557,515.69889,0.0509,620005.39,515.1231,516,1,-3,-123,2304,0,,,No Hit,,,,,,,,,,,,,,,,,
9558,480.11964,0.0509,413308.28,479.5836,480,1,-10,416,2305,0,,,No Hit,,,,,,,,,,,,,,,,,
9559,241.27729,0.0509,1765875.73,241.0079,242,1,-11,-8,2306,0,,,No Hit,,,,,,,,,,,,,,,,,
9560,613.83186,0.0509,437221.77,613.1465,614,1,-3,-147,2307,0,,,No Hit,,,,,,,,,,,,,,,,,
9561,520.14293,0.0509,726899.21,519.5622,520,1,-12,438,2308,0,,,No Hit,,,,,,,,,,,,,,,,,
9562,408.42409,0.0508,834216.92,407.9681,408,1,-12,32,2309,0,,,No Hit,,,,,,,,,,,,,,,,,
9563,882.65208,0.0508,114458.13,881.6666,882,1,-14,333,2310,0,,,No Hit,,,,,,,,,,,,,,,,,
9564,298.1613,0.0508,1068027.06,297.8284,298,1,-10,172,2311,0,,,No Hit,,,,,,,,,,,,,,,,,
9565,798.05437,0.0508,483801.49,797.1633,798,1,-1,-163,2312,0,,,No Hit,,,,,,,,,,,,,,,,,
9566,482.01883,0.0508,203551.13,481.4806,482,1,-9,-481,2313,0,,,No Hit,,,,,,,,,,,,,,,,,
9567,456.34645,0.039,743724.06,455.8369,456,1,-6,163,2314,0,,,No Hit,,,,,,,,,,,,,,,,,
9568,498.39341,0.0418,753918.95,497.8369,498,1,-6,163,2314,0,,,No Hit,,,,,,,,,,,,,,,,,
9569,512.40916,0.0508,798697.59,511.837,512,1,-6,163,2314,0,,,No Hit,,,,,,,,,,,,,,,,,
9570,540.44039,0.0493,669653.86,539.837,540,1,-6,163,2314,0,,,No Hit,,,,,,,,,,,,,,,,,
9571,596.50309,0.0455,594433.96,595.8371,596,1,-6,163,2314,0,,,No Hit,,,,,,,,,,,,,,,,,
9572,610.51869,0.039,693740.67,609.837,610,1,-6,163,2314,0,,,No Hit,,,,,,,,,,,,,,,,,
9573,624.53435,0.0407,575216.57,623.837,624,1,-6,163,2314,0,,,No Hit,,,,,,,,,,,,,,,,,
9574,666.58137,0.0394,578836.07,665.8371,666,1,-6,163,2314,0,,,No Hit,,,,,,,,,,,,,,,,,
9575,620.03147,0.0508,410564.09,619.3392,620,1,-11,-339,2315,0,,,No Hit,,,,,,,,,,,,,,,,,
9576,760.44062,0.0508,483845.44,759.5915,760,1,-10,408,2316,19,,N1 O4 S1 ,,C,49,H,62,N,1,O,4,S,1,,,,,,,
9577,898.91616,0.0508,137370.1,897.9125,898,1,-12,87,2317,0,,,No Hit,,,,,,,,,,,,,,,,,
9578,269.67473,0.0508,449506.74,269.3736,270,1,-11,-374,2318,0,,,No Hit,,,,,,,,,,,,,,,,,
9579,744.38442,0.0508,512882.39,743.5533,744,1,-12,447,2319,30,,N1 O2 ,,C,54,H,50,N,1,O,2,,,,,,,,,
9580,898.55666,0.0436,479769.19,897.5534,898,1,-12,447,2319,30,,N1 O2 ,,C,65,H,72,N,1,O,2,,,,,,,,,
9581,538.51816,0.0508,602748.31,537.9169,538,1,-8,83,2320,0,,,No Hit,,,,,,,,,,,,,,,,,
9582,652.58857,0.0508,521442.85,651.8599,652,1,-6,140,2321,2,,N1 O5 ,,C,40,H,78,N,1,O,5,,,,,,,,,
9583,398.39983,0.0507,808102.6,397.955,398,1,-8,45,2322,0,,,No Hit,,,,,,,,,,,,,,,,,
9584,762.54508,0.0507,316877.63,761.6937,762,1,-8,306,2323,0,,,No Hit,,,,,,,,,,,,,,,,,
9585,780.21005,0.0507,482911.81,779.3389,780,1,-5,-339,2324,0,,,No Hit,,,,,,,,,,,,,,,,,
9586,545.77822,0.0507,597965.76,545.1688,546,1,-1,-169,2325,0,,,No Hit,,,,,,,,,,,,,,,,,
9587,522.35878,0.0507,583253.6,521.7755,522,1,-10,224,2326,10,,N1 O4 ,,C,33,H,48,N,1,O,4,,,,,,,,,
9588,768.64201,0.0409,550588.33,767.7838,768,1,-2,216,2327,0,,,No Hit,,,,,,,,,,,,,,,,,
9589,782.65757,0.0507,96964.31,781.7837,782,1,-2,216,2327,0,,,No Hit,,,,,,,,,,,,,,,,,
9590,533.80921,0.0507,497814.09,533.2132,534,1,-13,-213,2328,0,,,No Hit,,,,,,,,,,,,,,,,,
9591,584.13412,0.0507,506110.04,583.4819,584,1,-5,-482,2329,0,,,No Hit,,,,,,,,,,,,,,,,,
9592,760.69251,0.0507,142342.78,759.8432,760,1,-10,157,2330,0,,,No Hit,,,,,,,,,,,,,,,,,
9593,878.77163,0.0507,149509.49,877.7904,878,1,-4,209,2331,0,,,No Hit,,,,,,,,,,,,,,,,,
9594,848.12388,0.0507,91234.45,847.1769,848,1,-7,-177,2332,37,,N1 O6 S3 ,,C,51,H,30,N,1,O,6,S,3,,,,,,,
9595,668.73085,0.0506,680628.96,667.9842,668,1,-4,16,2333,0,,,No Hit,,,,,,,,,,,,,,,,,
9596,374.32753,0.0406,891401.84,373.9096,374,1,-4,90,2334,0,,N1 O4 ,,C,21,H,44,N,1,O,4,,,,,,,,,
9597,388.34314,0.0506,1025838.92,387.9095,388,1,-4,90,2334,0,,N1 O4 ,,C,22,H,46,N,1,O,4,,,,,,,,,
9598,419.6889,0.0506,700330.72,419.2203,420,1,-1,-220,2335,0,,,No Hit,,,,,,,,,,,,,,,,,
9599,515.69501,0.0506,409211.19,515.1192,516,1,-3,-119,2336,0,,,No Hit,,,,,,,,,,,,,,,,,
9600,386.1842,0.0506,1075518.13,385.753,386,1,-6,247,2337,0,,,No Hit,,,,,,,,,,,,,,,,,
9601,744.11658,0.0476,362138.22,743.2857,744,1,-13,-286,2338,0,,,No Hit,,,,,,,,,,,,,,,,,
9602,842.22609,0.0506,417994.34,841.2857,842,1,-13,-286,2338,0,,,No Hit,,,,,,,,,,,,,,,,,
9603,210.09863,0.0506,3690247.32,209.864,210,1,-14,136,2339,0,,,No Hit,,,,,,,,,,,,,,,,,
9604,836.86701,0.0506,365737.31,835.9326,836,1,-4,67,2340,0,,,No Hit,,,,,,,,,,,,,,,,,
9605,860.14745,0.0505,458236.47,859.187,860,1,-9,-187,2341,56,,N1 S1 ,,C,66,H,22,N,1,,,S,1,,,,,,,
9606,566.35469,0.0505,412714.28,565.7223,566,1,-8,278,2342,0,,,No Hit,,,,,,,,,,,,,,,,,
9607,666.31675,0.0388,685680.07,665.5728,666,1,-6,427,2343,32,,N1 ,,C,51,H,40,N,1,,,,,,,,,,,
9608,694.34803,0.0431,581362.32,693.5728,694,1,-6,427,2343,32,,N1 ,,C,53,H,44,N,1,,,,,,,,,,,
9609,722.37932,0.0397,531239.28,721.5727,722,1,-6,427,2343,32,,N1 ,,C,55,H,48,N,1,,,,,,,,,,,
9610,736.39504,0.0441,498701.65,735.5728,736,1,-6,427,2343,32,,N1 ,,C,56,H,50,N,1,,,,,,,,,,,
9611,750.41047,0.0383,424723.53,749.5726,750,1,-6,427,2343,32,,N1 ,,C,57,H,52,N,1,,,,,,,,,,,
9612,806.47328,0.0388,533286.35,805.5728,806,1,-6,427,2343,32,,N1 ,,C,61,H,60,N,1,,,,,,,,,,,
9613,848.52007,0.0505,392409.5,847.5727,848,1,-6,427,2343,32,,N1 ,,C,64,H,66,N,1,,,,,,,,,,,
9614,790.29717,0.0505,370097.09,789.4148,790,1,-9,-415,2344,0,,,No Hit,,,,,,,,,,,,,,,,,
9615,199.32045,0.0505,969660.62,199.0979,200,1,-11,-98,2345,0,,,No Hit,,,,,,,,,,,,,,,,,
9616,651.78355,0.0505,464173.13,651.0558,652,1,-7,-56,2346,0,,,No Hit,,,,,,,,,,,,,,,,,
9617,454.14706,0.0505,234699.2,453.64,454,1,-8,360,2347,0,,,No Hit,,,,,,,,,,,,,,,,,
9618,728.81207,0.0505,104741.26,727.9983,728,1,-14,2,2348,0,,,No Hit,,,,,,,,,,,,,,,,,
9619,458.42531,0.0505,880215.86,457.9135,458,1,-4,86,2349,0,,,No Hit,,,,,,,,,,,,,,,,,
9620,894.7658,0.0505,375372.89,893.7667,894,1,-2,233,2350,0,,,No Hit,,,,,,,,,,,,,,,,,
9621,732.76156,0.0505,550311.81,731.9434,732,1,-10,57,2351,0,,,No Hit,,,,,,,,,,,,,,,,,
9622,726.16746,0.0505,163219.01,725.3567,726,1,-3,-357,2352,0,,,No Hit,,,,,,,,,,,,,,,,,
9623,374.23364,0.0406,1039248.9,373.8158,374,1,-4,184,2353,7,,N1 O4 ,,C,22,H,32,N,1,O,4,,,,,,,,,
9624,486.35891,0.0423,823606.56,485.8159,486,1,-4,184,2353,7,,N1 O4 ,,C,30,H,48,N,1,O,4,,,,,,,,,
9625,500.3746,0.0417,799415.54,499.8159,500,1,-4,184,2353,7,,N1 O4 ,,C,31,H,50,N,1,O,4,,,,,,,,,
9626,514.39025,0.0421,615880.87,513.8159,514,1,-4,184,2353,7,,N1 O4 ,,C,32,H,52,N,1,O,4,,,,,,,,,
9627,542.42152,0.044,706047.38,541.8159,542,1,-4,184,2353,7,,N1 O4 ,,C,34,H,56,N,1,O,4,,,,,,,,,
9628,556.43717,0.0425,630635.99,555.8159,556,1,-4,184,2353,7,,N1 O4 ,,C,35,H,58,N,1,O,4,,,,,,,,,
9629,598.48416,0.0407,671429.58,597.8159,598,1,-4,184,2353,7,,N1 O4 ,,C,38,H,64,N,1,O,4,,,,,,,,,
9630,626.51551,0.0504,431213.12,625.816,626,1,-4,184,2353,7,,N1 O4 ,,C,40,H,68,N,1,O,4,,,,,,,,,
9631,654.54672,0.0421,676993.68,653.8159,654,1,-4,184,2353,7,,N1 O4 ,,C,42,H,72,N,1,O,4,,,,,,,,,
9632,530.32215,0.0504,691684.8,529.73,530,1,-2,270,2354,0,,,No Hit,,,,,,,,,,,,,,,,,
9633,587.96646,0.0504,294391.12,587.31,588,1,-1,-310,2355,0,,,No Hit,,,,,,,,,,,,,,,,,
9634,562.3988,0.0504,307805.98,561.7709,562,1,-12,229,2356,0,,,No Hit,,,,,,,,,,,,,,,,,
9635,562.36087,0.0504,519921,561.733,562,1,-12,267,2357,2,,N1 O5 S2 ,,C,29,H,56,N,1,O,5,S,2,,,,,,,
9636,730.54866,0.041,289364.42,729.733,730,1,-12,267,2357,2,,N1 O5 S2 ,,C,41,H,80,N,1,O,5,S,2,,,,,,,
9637,724.5047,0.0504,568537.8,723.6958,724,1,-4,304,2358,0,,N1 O5 S3 ,,C,38,H,78,N,1,O,5,S,3,,,,,,,
9638,570.07705,0.0504,581941.79,569.4405,570,1,-5,-441,2359,35,,N1 O4 ,,C,40,H,12,N,1,O,4,,,,,,,,,
9639,372.0791,0.0504,1062007.3,371.6637,372,1,-6,336,2360,0,,,No Hit,,,,,,,,,,,,,,,,,
9640,241.28919,0.0504,1600324.03,241.0198,242,1,-11,-20,2361,0,,,No Hit,,,,,,,,,,,,,,,,,
9641,169.79236,0.0504,1004333.18,169.6028,170,1,-12,397,2362,0,,,No Hit,,,,,,,,,,,,,,,,,
9642,744.08237,0.05,434501.79,743.2516,744,1,-13,-252,2363,56,,N1 ,,C,60,H,10,N,1,,,,,,,,,,,
9643,758.09814,0.0504,523994.25,757.2517,758,1,-13,-252,2363,56,,N1 ,,C,61,H,12,N,1,,,,,,,,,,,
9644,758.09225,0.0503,573309.37,757.2458,758,1,-13,-246,2364,37,,N1 O3 S3 ,,C,48,H,24,N,1,O,3,S,3,,,,,,,
9645,613.76357,0.0503,179368.8,613.0783,614,1,-3,-78,2365,0,,,No Hit,,,,,,,,,,,,,,,,,
9646,241.28899,0.0503,432597.21,241.0196,242,1,-11,-20,2366,0,,,No Hit,,,,,,,,,,,,,,,,,
9647,848.46632,0.0503,580371.74,847.519,848,1,-6,481,2367,0,,,No Hit,,,,,,,,,,,,,,,,,
9648,744.36683,0.0503,537991.16,743.5357,744,1,-12,464,2368,30,,N1 S1 ,,C,54,H,50,N,1,,,S,1,,,,,,,
9649,636.35562,0.0503,229831.99,635.6451,636,1,-8,355,2369,12,,N1 O3 S2 ,,C,38,H,54,N,1,O,3,S,2,,,,,,,
9650,614.03253,0.0503,476933.28,613.3469,614,1,-3,-347,2370,0,,,No Hit,,,,,,,,,,,,,,,,,
9651,772.71275,0.0503,238604.42,771.85,772,1,-12,150,2371,0,,,No Hit,,,,,,,,,,,,,,,,,
9652,538.50934,0.0503,707449.51,537.9081,538,1,-8,92,2372,0,,,No Hit,,,,,,,,,,,,,,,,,
9653,552.12864,0.0503,615340.81,551.5122,552,1,-8,488,2373,0,,,No Hit,,,,,,,,,,,,,,,,,
9654,587.96575,0.0502,293972.94,587.3093,588,1,-1,-309,2374,0,,,No Hit,,,,,,,,,,,,,,,,,
9655,842.53368,0.0502,116051.13,841.5929,842,1,-12,407,2375,24,,N1 O1 S1 ,,C,59,H,72,N,1,O,1,S,1,,,,,,,
9656,872.40706,0.0502,377749.96,871.433,872,1,-11,-433,2376,0,,,No Hit,,,,,,,,,,,,,,,,,
9657,848.11821,0.0502,161031.45,847.1712,848,1,-7,-171,2377,46,,N1 O1 S3 ,,C,58,H,26,N,1,O,1,S,3,,,,,,,
9658,600.42696,0.0502,673039.19,599.7565,600,1,-2,243,2378,8,,N1 O6 ,,C,36,H,58,N,1,O,6,,,,,,,,,
9659,499.61739,0.0502,794052.71,499.0595,500,1,-5,-60,2379,0,,,No Hit,,,,,,,,,,,,,,,,,
9660,533.79343,0.0502,443596.54,533.1974,534,1,-13,-197,2380,0,,,No Hit,,,,,,,,,,,,,,,,,
9661,744.02837,0.0393,336609.37,743.1976,744,1,-13,-198,2380,0,,,No Hit,,,,,,,,,,,,,,,,,
9662,764.03717,0.0386,143352.6,763.1841,764,1,-7,-184,2381,0,,,No Hit,,,,,,,,,,,,,,,,,
9663,848.13121,0.0502,91136.36,847.1842,848,1,-7,-184,2381,0,,,No Hit,,,,,,,,,,,,,,,,,
9664,558.31134,0.0502,722238.64,557.688,558,1,-2,312,2382,4,,N1 O3 S3 ,,C,29,H,52,N,1,O,3,S,3,,,,,,,
9665,476.34853,0.0501,864777.78,475.8167,476,1,-14,183,2383,0,,,No Hit,,,,,,,,,,,,,,,,,
9666,592.25439,0.0501,283089.58,591.5931,592,1,-10,407,2384,0,,,No Hit,,,,,,,,,,,,,,,,,
9667,338.19288,0.0501,1114863.67,337.8153,338,1,-12,185,2385,0,,,No Hit,,,,,,,,,,,,,,,,,
9668,362.28694,0.0501,917847.21,361.8824,362,1,-2,118,2386,0,,,No Hit,,,,,,,,,,,,,,,,,
9669,520.12851,0.0501,424667.61,519.5478,520,1,-12,452,2387,0,,,No Hit,,,,,,,,,,,,,,,,,
9670,754.62663,0.0501,505368.39,753.7841,754,1,-2,216,2388,0,,,No Hit,,,,,,,,,,,,,,,,,
9671,582.31366,0.0501,485426.08,581.6635,582,1,-6,336,2389,0,,,No Hit,,,,,,,,,,,,,,,,,
9672,782.71185,0.0501,158557.26,781.8379,782,1,-2,162,2390,0,,,No Hit,,,,,,,,,,,,,,,,,
9673,545.7798,0.0501,636955.38,545.1704,546,1,-1,-170,2391,0,,,No Hit,,,,,,,,,,,,,,,,,
9674,586.55771,0.05,344079.97,585.9028,586,1,-2,97,2392,0,,,No Hit,,,,,,,,,,,,,,,,,
9675,894.55244,0.05,262535.97,893.5536,894,1,-2,446,2393,0,,,No Hit,,,,,,,,,,,,,,,,,
9676,545.77238,0.05,461764.52,545.163,546,1,-1,-163,2394,0,,,No Hit,,,,,,,,,,,,,,,,,
9677,241.28593,0.05,333941.17,241.0165,242,1,-11,-17,2395,0,,,No Hit,,,,,,,,,,,,,,,,,
9678,416.10986,0.05,962550.27,415.6453,416,1,-4,355,2396,0,,,No Hit,,,,,,,,,,,,,,,,,
9679,732.81802,0.05,496063.14,731.9998,732,1,-10,0,2397,0,,,No Hit,,,,,,,,,,,,,,,,,
9680,610.63733,0.05,199081.78,609.9555,610,1,-6,44,2398,0,,,No Hit,,,,,,,,,,,,,,,,,
9681,792.84059,0.0481,576912.46,791.9553,792,1,-6,45,2398,0,,,No Hit,,,,,,,,,,,,,,,,,
9682,760.56944,0.0499,128891.56,759.7202,760,1,-10,280,2399,0,,,No Hit,,,,,,,,,,,,,,,,,
9683,894.6425,0.0499,471657.58,893.6436,894,1,-2,356,2400,0,,,No Hit,,,,,,,,,,,,,,,,,
9684,872.46669,0.0499,314584.06,871.4925,872,1,-11,-493,2401,0,,,No Hit,,,,,,,,,,,,,,,,,
9685,346.24189,0.0499,440487.31,345.8553,346,1,-4,145,2402,1,,N1 O3 S1 ,,C,18,H,36,N,1,O,3,S,1,,,,,,,
9686,566.0702,0.0499,382725.91,565.4382,566,1,-9,-438,2403,27,,N1 O6 S1 ,,C,34,H,16,N,1,O,6,S,1,,,,,,,
9687,473.5592,0.0499,286724.92,473.0304,474,1,-3,-30,2404,0,,,No Hit,,,,,,,,,,,,,,,,,
9688,571.66876,0.0411,541323.45,571.0305,572,1,-3,-31,2404,0,,,No Hit,,,,,,,,,,,,,,,,,
9689,770.33486,0.0499,581129.2,769.4747,770,1,-1,-475,2405,23,,N1 O4 S2 ,,C,48,H,52,N,1,O,4,S,2,,,,,,,
9690,545.77459,0.0499,269383.38,545.1652,546,1,-1,-165,2406,0,,,No Hit,,,,,,,,,,,,,,,,,
9691,476.36618,0.0499,887539.45,475.8343,476,1,-14,166,2407,0,,,No Hit,,,,,,,,,,,,,,,,,
9692,499.65635,0.0499,442100.29,499.0985,500,1,-5,-99,2408,0,,,No Hit,,,,,,,,,,,,,,,,,
9693,250.21439,0.0498,1639069.3,249.935,250,1,-2,65,2409,0,,,No Hit,,,,,,,,,,,,,,,,,
9694,394.2275,0.0498,1048345.58,393.7873,394,1,-12,213,2410,0,,N1 O1 S3 ,,C,19,H,40,N,1,O,1,S,3,,,,,,,
9695,882.63945,0.0498,417022.88,881.6539,882,1,-14,346,2411,0,,,No Hit,,,,,,,,,,,,,,,,,
9696,713.84654,0.0498,180750.09,713.0495,714,1,-1,-50,2412,0,,,No Hit,,,,,,,,,,,,,,,,,
9697,866.23229,0.0498,342581.36,865.2651,866,1,-3,-265,2413,0,,,No Hit,,,,,,,,,,,,,,,,,
9698,387.60624,0.0498,602437.47,387.1735,388,1,-5,-173,2414,0,,,No Hit,,,,,,,,,,,,,,,,,
9699,652.4353,0.0433,663277.06,651.7068,652,1,-6,293,2415,0,,,No Hit,,,,,,,,,,,,,,,,,
9700,680.46665,0.0426,520829.95,679.7069,680,1,-6,293,2415,0,,,No Hit,,,,,,,,,,,,,,,,,
9701,750.54504,0.0498,450256.48,749.707,750,1,-6,293,2415,0,,,No Hit,,,,,,,,,,,,,,,,,
9702,806.60757,0.0416,317894.45,805.707,806,1,-6,293,2415,0,,,No Hit,,,,,,,,,,,,,,,,,
9703,876.6857,0.0427,456811.37,875.7068,876,1,-6,293,2415,0,,,No Hit,,,,,,,,,,,,,,,,,
9704,613.7061,0.0498,489358.88,613.0209,614,1,-3,-21,2416,0,,,No Hit,,,,,,,,,,,,,,,,,
9705,462.23031,0.0457,958618,461.7142,462,1,-14,286,2417,0,,,No Hit,,,,,,,,,,,,,,,,,
9706,560.33985,0.0498,825925.52,559.7142,560,1,-14,286,2417,0,,,No Hit,,,,,,,,,,,,,,,,,
9707,625.74178,0.0498,167355.3,625.0431,626,1,-5,-43,2418,0,,,No Hit,,,,,,,,,,,,,,,,,
9708,860.07855,0.0498,452576.88,859.1182,860,1,-9,-118,2419,53,,N1 O2 S2 ,,C,61,H,18,N,1,O,2,S,2,,,,,,,
9709,503.82023,0.0497,496504.75,503.2577,504,1,-1,-258,2420,0,,,No Hit,,,,,,,,,,,,,,,,,
9710,640.36341,0.0497,213063.19,639.6484,640,1,-4,352,2421,0,,,No Hit,,,,,,,,,,,,,,,,,
9711,366.22337,0.0497,3249129.94,365.8145,366,1,-12,186,2422,0,,,No Hit,,,,,,,,,,,,,,,,,
9712,666.15941,0.0497,266289.11,665.4156,666,1,-7,-416,2423,26,,N1 O2 S3 ,,C,41,H,32,N,1,O,2,S,3,,,,,,,
9713,664.38733,0.0497,536140.56,663.6455,664,1,-8,354,2424,0,,,No Hit,,,,,,,,,,,,,,,,,
9714,852.72185,0.0497,247449.68,851.7697,852,1,-2,230,2425,0,,,No Hit,,,,,,,,,,,,,,,,,
9715,894.77532,0.0496,253638.21,893.7763,894,1,-2,224,2426,0,,,No Hit,,,,,,,,,,,,,,,,,
9716,587.95181,0.0496,219362.68,587.2953,588,1,-1,-295,2427,0,,,No Hit,,,,,,,,,,,,,,,,,
9717,625.74061,0.0496,167192.54,625.0419,626,1,-5,-42,2428,0,,,No Hit,,,,,,,,,,,,,,,,,
9718,485.86042,0.0496,755169.94,485.3179,486,1,-5,-318,2429,0,,,No Hit,,,,,,,,,,,,,,,,,
9719,496.32389,0.0465,759014.19,495.7697,496,1,-8,230,2430,0,,,No Hit,,,,,,,,,,,,,,,,,
9720,510.33942,0.0496,681588.52,509.7696,510,1,-8,230,2430,0,,,No Hit,,,,,,,,,,,,,,,,,
9721,578.50015,0.0496,85948.69,577.8542,578,1,-10,146,2431,0,,,No Hit,,,,,,,,,,,,,,,,,
9722,294.1792,0.0496,1169534.53,293.8507,294,1,-14,149,2432,0,,,No Hit,,,,,,,,,,,,,,,,,
9723,589.83207,0.0496,180026.34,589.1735,590,1,-13,-174,2433,0,,,No Hit,,,,,,,,,,,,,,,,,
9724,539.71679,0.0496,650135.67,539.1142,540,1,-7,-114,2434,0,,,No Hit,,,,,,,,,,,,,,,,,
9725,447.81208,0.0496,538524.3,447.3121,448,1,-1,-312,2435,0,,,No Hit,,,,,,,,,,,,,,,,,
9726,723.99026,0.0496,432033.71,723.1819,724,1,-5,-182,2436,50,,N1 O1 S2 ,,C,52,H,6,N,1,O,1,S,2,,,,,,,
9727,778.4845,0.0496,722506.36,777.6153,778,1,-6,385,2437,22,,N1 O4 ,,C,53,H,64,N,1,O,4,,,,,,,,,
9728,544.56527,0.0496,545071.79,543.9572,544,1,-2,43,2438,0,,,No Hit,,,,,,,,,,,,,,,,,
9729,586.55972,0.0496,324365.67,585.9048,586,1,-2,95,2439,0,,,No Hit,,,,,,,,,,,,,,,,,
9730,478.24051,0.0496,336908.16,477.7065,478,1,-12,293,2440,0,,,No Hit,,,,,,,,,,,,,,,,,
9731,613.73283,0.0496,599886.26,613.0476,614,1,-3,-48,2441,0,,,No Hit,,,,,,,,,,,,,,,,,
9732,739.87366,0.0458,465285.84,739.0475,740,1,-3,-48,2441,0,,,No Hit,,,,,,,,,,,,,,,,,
9733,515.71917,0.0496,461293.89,515.1433,516,1,-3,-143,2442,0,,,No Hit,,,,,,,,,,,,,,,,,
9734,762.81243,0.0496,702075.34,761.9607,762,1,-8,39,2443,0,,,No Hit,,,,,,,,,,,,,,,,,
9735,720.16804,0.0496,145776.15,719.3639,720,1,-9,-364,2444,0,,,No Hit,,,,,,,,,,,,,,,,,
9736,654.34589,0.0496,265272.18,653.6153,654,1,-4,385,2445,0,,,No Hit,,,,,,,,,,,,,,,,,
9737,632.24912,0.0495,176030.98,631.5432,632,1,-12,457,2446,0,,,No Hit,,,,,,,,,,,,,,,,,
9738,664.33472,0.0495,754565.67,663.593,664,1,-8,407,2447,0,,,No Hit,,,,,,,,,,,,,,,,,
